store_id,market,region,country
LOC2397,LATAM,South,Chile
LOC498,EU,South,Italy
LOC933,EU,North,United Kingdom
LOC1119,US,Central,United States
LOC2891,LATAM,North,Mexico
LOC125,Africa,Africa,Algeria
LOC3337,EU,Central,Netherlands
LOC2237,APAC,North Asia,Japan
LOC066,APAC,Oceania,Australia
LOC1790,APAC,Southeast Asia,Philippines
LOC3494,US,West,United States
LOC2968,APAC,Southeast Asia,Malaysia
LOC415,EU,North,United Kingdom
LOC2650,APAC,Southeast Asia,Vietnam
LOC935,APAC,North Asia,China
LOC1093,EU,Central,France
LOC2894,LATAM,South,Bolivia
LOC934,EMEA,EMEA,Ukraine
LOC602,EU,North,United Kingdom
LOC3066,US,West,United States
LOC3421,EU,Central,France
LOC2305,LATAM,North,Mexico
LOC706,Africa,Africa,Zambia
LOC267,US,East,United States
LOC2254,EU,Central,France
LOC2985,APAC,North Asia,China
LOC1195,EU,Central,France
LOC611,LATAM,Caribbean,Haiti
LOC486,EMEA,EMEA,Romania
LOC3392,EU,Central,France
LOC1728,APAC,North Asia,Japan
LOC902,EU,North,United Kingdom
LOC186,EU,Central,Netherlands
LOC155,EU,South,Italy
LOC3458,APAC,Oceania,New Zealand
LOC1062,US,Central,United States
LOC1327,APAC,Southeast Asia,Vietnam
LOC1175,EU,Central,Belgium
LOC622,LATAM,South,Brazil
LOC1753,EU,South,Italy
LOC1537,APAC,North Asia,China
LOC3511,US,East,United States
LOC1882,EU,North,United Kingdom
LOC2415,APAC,Southeast Asia,Indonesia
LOC3593,APAC,North Asia,China
LOC1068,APAC,Central Asia,India
LOC658,APAC,North Asia,China
LOC2642,LATAM,South,Ecuador
LOC661,APAC,North Asia,China
LOC2813,EMEA,EMEA,Saudi Arabia
LOC2795,EU,Central,France
LOC3091,EU,North,United Kingdom
LOC2597,LATAM,South,Brazil
LOC1001,US,Central,United States
LOC439,EU,North,United Kingdom
LOC3555,APAC,North Asia,China
LOC496,LATAM,Caribbean,Barbados
LOC1101,US,South,United States
LOC332,EU,Central,France
LOC3055,EU,North,United Kingdom
LOC1995,US,East,United States
LOC2343,LATAM,North,Mexico
LOC1601,Africa,Africa,Nigeria
LOC911,APAC,Central Asia,India
LOC2614,EU,South,Spain
LOC1801,US,East,United States
LOC454,EU,Central,Germany
LOC866,US,West,United States
LOC181,EU,Central,France
LOC2221,EU,South,Spain
LOC1885,EU,North,United Kingdom
LOC1077,Africa,Africa,Morocco
LOC1065,EU,North,United Kingdom
LOC3100,APAC,North Asia,China
LOC1367,EU,Central,Germany
LOC733,LATAM,Caribbean,Cuba
LOC180,EMEA,EMEA,Russia
LOC1889,EMEA,EMEA,Slovenia
LOC2028,US,East,United States
LOC2207,APAC,Oceania,Australia
LOC2317,EMEA,EMEA,Ukraine
LOC268,Africa,Africa,Mali
LOC2177,LATAM,South,Uruguay
LOC3192,LATAM,North,Mexico
LOC928,EMEA,EMEA,Ukraine
LOC630,EU,South,Italy
LOC1246,EU,Central,France
LOC3574,APAC,North Asia,China
LOC1967,Africa,Africa,Madagascar
LOC2782,Africa,Africa,Algeria
LOC641,EU,Central,France
LOC194,EMEA,EMEA,Russia
LOC1232,EU,North,United Kingdom
LOC2098,APAC,North Asia,China
LOC2248,Africa,Africa,Mozambique
LOC990,US,West,United States
LOC3274,APAC,Oceania,Australia
LOC3429,EMEA,EMEA,Ukraine
LOC1049,US,Central,United States
LOC462,US,South,United States
LOC3223,APAC,Oceania,New Zealand
LOC1852,EU,Central,France
LOC3147,US,South,United States
LOC198,EMEA,EMEA,Israel
LOC2466,LATAM,South,Brazil
LOC3027,EU,North,United Kingdom
LOC2691,EU,Central,France
LOC877,APAC,North Asia,China
LOC2351,EU,Central,Germany
LOC718,Africa,Africa,Zambia
LOC1142,EMEA,EMEA,Romania
LOC3249,APAC,Oceania,Australia
LOC513,EU,Central,France
LOC265,LATAM,South,Brazil
LOC952,EU,Central,France
LOC3263,EU,Central,France
LOC358,Africa,Africa,Libya
LOC241,APAC,Southeast Asia,Philippines
LOC2253,APAC,North Asia,China
LOC3090,EU,Central,Germany
LOC295,EU,South,Italy
LOC3548,APAC,North Asia,China
LOC3125,EMEA,EMEA,Saudi Arabia
LOC1281,APAC,North Asia,China
LOC967,LATAM,North,Mexico
LOC1638,US,Central,United States
LOC3240,APAC,North Asia,Japan
LOC355,EMEA,EMEA,Israel
LOC2753,EU,North,United Kingdom
LOC802,EU,North,Ireland
LOC2744,Africa,Africa,South Africa
LOC1092,EU,Central,France
LOC2649,Africa,Africa,Morocco
LOC3187,US,West,United States
LOC1566,LATAM,South,Brazil
LOC1948,Africa,Africa,Zambia
LOC317,EMEA,EMEA,Iraq
LOC153,US,West,United States
LOC2083,APAC,North Asia,China
LOC1266,LATAM,North,Mexico
LOC2706,US,Central,United States
LOC2901,LATAM,South,Brazil
LOC2180,US,South,United States
LOC225,US,Central,United States
LOC217,EU,Central,France
LOC3326,APAC,Oceania,New Zealand
LOC2280,EU,Central,France
LOC1063,APAC,Central Asia,India
LOC1810,EU,Central,France
LOC2231,Africa,Africa,Tanzania
LOC2380,US,West,United States
LOC2496,LATAM,Central,Guatemala
LOC2297,US,South,United States
LOC2134,EU,Central,France
LOC1954,Africa,Africa,South Africa
LOC878,LATAM,Central,Panama
LOC941,EU,South,Spain
LOC3406,LATAM,North,Mexico
LOC1339,EU,North,United Kingdom
LOC2383,LATAM,North,Mexico
LOC1804,LATAM,North,Mexico
LOC539,APAC,North Asia,South Korea
LOC2472,US,Central,United States
LOC1391,LATAM,Caribbean,Cuba
LOC1694,APAC,Central Asia,India
LOC3435,EU,South,Italy
LOC600,EU,Central,France
LOC3408,EU,Central,Austria
LOC089,EU,South,Italy
LOC1902,US,West,United States
LOC1054,APAC,North Asia,China
LOC1035,LATAM,Central,Guatemala
LOC1282,APAC,Central Asia,Pakistan
LOC1529,EU,Central,Germany
LOC2410,EU,North,United Kingdom
LOC111,APAC,Central Asia,India
LOC2631,EMEA,EMEA,Iran
LOC1540,APAC,North Asia,China
LOC2583,EU,North,United Kingdom
LOC1379,EU,Central,Germany
LOC3108,EU,North,United Kingdom
LOC059,Africa,Africa,Egypt
LOC1745,LATAM,South,Argentina
LOC1774,EU,North,Sweden
LOC1356,EU,North,Finland
LOC1793,US,West,United States
LOC517,EMEA,EMEA,Hungary
LOC320,EU,North,United Kingdom
LOC1896,Africa,Africa,Togo
LOC1076,EU,South,Italy
LOC2419,EU,Central,France
LOC1161,EU,North,United Kingdom
LOC2803,EU,Central,France
LOC2531,US,East,United States
LOC1489,LATAM,South,Brazil
LOC820,EU,North,United Kingdom
LOC3415,EU,Central,France
LOC2057,APAC,Central Asia,India
LOC3509,EU,Central,Germany
LOC1426,Africa,Africa,Egypt
LOC1164,APAC,Central Asia,India
LOC3261,EU,Central,France
LOC192,Africa,Africa,Tanzania
LOC1435,LATAM,South,Brazil
LOC1252,LATAM,North,Mexico
LOC741,LATAM,North,Mexico
LOC1689,APAC,Central Asia,India
LOC3356,LATAM,North,Mexico
LOC383,US,East,United States
LOC520,US,East,United States
LOC1618,EU,Central,Germany
LOC1238,US,South,United States
LOC1755,LATAM,Caribbean,Dominican Republic
LOC2336,Africa,Africa,Mauritania
LOC2899,LATAM,South,Colombia
LOC801,LATAM,South,Argentina
LOC1178,Africa,Africa,South Africa
LOC3016,EU,Central,Germany
LOC1628,APAC,North Asia,Japan
LOC3405,LATAM,Central,Guatemala
LOC3632,APAC,North Asia,China
LOC3530,APAC,North Asia,China
LOC1366,LATAM,North,Mexico
LOC943,EU,Central,France
LOC1133,APAC,North Asia,Japan
LOC856,EMEA,EMEA,Poland
LOC1041,EU,Central,Germany
LOC1243,US,West,United States
LOC2905,EU,South,Spain
LOC2446,APAC,Oceania,New Zealand
LOC2854,LATAM,South,Argentina
LOC1994,LATAM,South,Brazil
LOC2007,EU,Central,France
LOC1199,EU,North,United Kingdom
LOC2692,US,West,United States
LOC2562,EU,Central,France
LOC3172,APAC,Oceania,New Zealand
LOC3207,EU,Central,Netherlands
LOC1609,EU,North,Sweden
LOC2655,APAC,Central Asia,India
LOC2936,APAC,Central Asia,India
LOC3590,APAC,North Asia,China
LOC2010,LATAM,Caribbean,Cuba
LOC1605,EMEA,EMEA,Iraq
LOC1406,EMEA,EMEA,Belarus
LOC746,US,South,United States
LOC1257,APAC,North Asia,China
LOC404,APAC,Central Asia,India
LOC1459,APAC,Central Asia,India
LOC3508,EU,North,United Kingdom
LOC384,EMEA,EMEA,Turkey
LOC1807,EU,Central,France
LOC3230,APAC,Central Asia,India
LOC2002,LATAM,South,Colombia
LOC784,EU,Central,France
LOC1823,EU,North,United Kingdom
LOC1928,Africa,Africa,Angola
LOC2069,Africa,Africa,Democratic Republic of the Congo
LOC843,LATAM,North,Mexico
LOC2871,LATAM,Central,Honduras
LOC1552,APAC,North Asia,China
LOC3614,APAC,North Asia,China
LOC503,US,Central,United States
LOC2555,EU,South,Spain
LOC3573,EU,Central,France
LOC427,APAC,Oceania,New Zealand
LOC2710,EU,Central,France
LOC1946,APAC,North Asia,China
LOC3064,EU,Central,Netherlands
LOC2347,Africa,Africa,Guinea
LOC3608,Africa,Africa,Nigeria
LOC399,EU,Central,Germany
LOC3076,EU,Central,France
LOC2847,LATAM,Caribbean,Dominican Republic
LOC1818,EU,South,Italy
LOC775,US,West,United States
LOC2919,LATAM,South,Brazil
LOC253,EU,Central,France
LOC2630,APAC,North Asia,China
LOC2082,APAC,Central Asia,India
LOC2998,EMEA,EMEA,Bulgaria
LOC2557,LATAM,South,Brazil
LOC1549,APAC,North Asia,China
LOC680,EU,North,United Kingdom
LOC1579,Africa,Africa,Nigeria
LOC488,EU,Central,Netherlands
LOC3350,EU,South,Spain
LOC818,EU,Central,France
LOC1128,EU,South,Spain
LOC669,EU,Central,Belgium
LOC2377,Africa,Africa,Algeria
LOC1659,Africa,Africa,Rwanda
LOC027,EMEA,EMEA,Turkey
LOC2337,LATAM,South,Brazil
LOC2362,US,Central,United States
LOC2897,LATAM,South,Brazil
LOC1234,US,West,United States
LOC353,LATAM,South,Brazil
LOC2331,Canada,Canada,Canada
LOC1769,US,Central,United States
LOC210,Africa,Africa,Togo
LOC092,EU,South,Portugal
LOC2475,APAC,Southeast Asia,Indonesia
LOC3029,US,South,United States
LOC2784,US,Central,United States
LOC1519,LATAM,South,Colombia
LOC1107,Africa,Africa,Cameroon
LOC1544,APAC,North Asia,China
LOC3386,EU,Central,France
LOC1909,EU,South,Spain
LOC1778,EU,Central,Germany
LOC632,LATAM,South,Brazil
LOC460,EMEA,EMEA,Iran
LOC1104,LATAM,South,Brazil
LOC144,APAC,North Asia,South Korea
LOC150,LATAM,North,Mexico
LOC2447,APAC,Central Asia,India
LOC1676,APAC,North Asia,Japan
LOC1857,Africa,Africa,Democratic Republic of the Congo
LOC451,LATAM,South,Brazil
LOC182,US,South,United States
LOC154,US,Central,United States
LOC151,LATAM,Central,El Salvador
LOC205,EU,South,Italy
LOC2064,LATAM,South,Brazil
LOC2663,APAC,Central Asia,India
LOC1943,EMEA,EMEA,Ukraine
LOC1174,EU,Central,Switzerland
LOC1344,EU,Central,France
LOC2361,EU,Central,Germany
LOC110,LATAM,South,Brazil
LOC2238,APAC,Central Asia,India
LOC1442,LATAM,North,Mexico
LOC2577,US,West,United States
LOC780,LATAM,South,Argentina
LOC2316,APAC,Central Asia,India
LOC2100,US,East,United States
LOC2696,LATAM,South,Argentina
LOC403,APAC,North Asia,China
LOC794,EU,North,Denmark
LOC2303,Africa,Africa,Niger
LOC1052,EU,Central,France
LOC470,EU,Central,France
LOC1235,EU,North,United Kingdom
LOC2264,US,South,United States
LOC947,EU,Central,France
LOC1555,LATAM,North,Mexico
LOC1319,EU,Central,Germany
LOC294,APAC,Central Asia,India
LOC1989,EMEA,EMEA,Turkey
LOC2887,EU,Central,France
LOC3243,LATAM,North,Mexico
LOC1875,EU,Central,Austria
LOC958,US,Central,United States
LOC2571,APAC,Oceania,Papua New Guinea
LOC1641,EMEA,EMEA,Iran
LOC1734,LATAM,Central,Honduras
LOC2570,APAC,Oceania,Australia
LOC2276,APAC,Oceania,New Zealand
LOC1167,EMEA,EMEA,Poland
LOC2606,APAC,Central Asia,India
LOC1881,US,South,United States
LOC659,APAC,North Asia,South Korea
LOC2690,EU,Central,Germany
LOC1053,EU,North,United Kingdom
LOC1839,APAC,North Asia,China
LOC714,LATAM,Central,Guatemala
LOC483,EU,Central,Germany
LOC2807,EU,Central,France
LOC1813,EU,Central,France
LOC1310,EU,Central,Germany
LOC1338,EU,North,United Kingdom
LOC983,EU,Central,France
LOC2321,EU,Central,France
LOC620,EU,South,Italy
LOC1245,APAC,Oceania,Australia
LOC303,LATAM,South,Brazil
LOC2258,US,Central,United States
LOC2796,EU,Central,France
LOC1432,LATAM,South,Colombia
LOC3229,APAC,Central Asia,India
LOC3316,EMEA,EMEA,Mongolia
LOC1833,EU,Central,France
LOC2455,US,West,United States
LOC697,US,West,United States
LOC2490,EU,South,Italy
LOC951,EU,Central,Germany
LOC1109,LATAM,South,Brazil
LOC3267,EU,Central,France
LOC160,LATAM,South,Brazil
LOC1163,APAC,Oceania,Australia
LOC1248,EU,Central,Netherlands
LOC1437,APAC,Central Asia,India
LOC2260,EU,South,Italy
LOC528,Africa,Africa,Sudan
LOC1080,APAC,Central Asia,India
LOC197,EU,Central,Germany
LOC3035,EU,Central,France
LOC146,APAC,North Asia,Japan
LOC3012,EMEA,EMEA,Turkey
LOC3174,APAC,Southeast Asia,Malaysia
LOC1862,LATAM,South,Brazil
LOC2366,EU,North,United Kingdom
LOC1488,LATAM,South,Brazil
LOC1204,LATAM,South,Brazil
LOC2284,EU,Central,Germany
LOC2018,EU,South,Italy
LOC2441,APAC,Oceania,New Zealand
LOC3475,EU,North,United Kingdom
LOC860,APAC,North Asia,China
LOC126,EU,Central,France
LOC3109,US,West,United States
LOC1961,LATAM,North,Mexico
LOC3244,APAC,North Asia,China
LOC1707,EMEA,EMEA,Ukraine
LOC3315,APAC,Central Asia,India
LOC196,APAC,Central Asia,India
LOC480,APAC,Central Asia,India
LOC2737,EU,Central,France
LOC3368,EU,South,Italy
LOC817,EU,Central,France
LOC679,EU,North,United Kingdom
LOC765,EU,South,Portugal
LOC200,EU,North,United Kingdom
LOC466,Africa,Africa,Cote d'Ivoire
LOC2124,APAC,Oceania,Australia
LOC2610,LATAM,South,Venezuela
LOC3195,LATAM,South,Brazil
LOC1570,LATAM,South,Brazil
LOC1090,EU,South,Italy
LOC2453,US,East,United States
LOC1064,US,West,United States
LOC725,LATAM,North,Mexico
LOC2434,EU,Central,France
LOC831,LATAM,South,Brazil
LOC3169,LATAM,South,Brazil
LOC2440,EU,Central,France
LOC1187,US,West,United States
LOC2355,US,East,United States
LOC637,LATAM,North,Mexico
LOC2005,EU,North,United Kingdom
LOC1632,EMEA,EMEA,Iran
LOC3130,APAC,North Asia,China
LOC2454,US,Central,United States
LOC2713,LATAM,North,Mexico
LOC699,EU,South,Spain
LOC1915,LATAM,North,Mexico
LOC3098,US,South,United States
LOC132,APAC,North Asia,China
LOC2868,LATAM,North,Mexico
LOC2547,EU,Central,France
LOC726,LATAM,Central,Honduras
LOC2834,LATAM,North,Mexico
LOC1100,US,West,United States
LOC1385,APAC,North Asia,Japan
LOC1415,APAC,North Asia,China
LOC3546,APAC,North Asia,China
LOC1682,US,South,United States
LOC1646,Africa,Africa,Sudan
LOC061,Africa,Africa,Egypt
LOC2119,US,Central,United States
LOC3391,EU,South,Italy
LOC1859,LATAM,South,Peru
LOC2563,EU,Central,France
LOC858,APAC,North Asia,South Korea
LOC3616,APAC,North Asia,China
LOC1773,EU,Central,France
LOC2758,EU,Central,France
LOC1372,APAC,North Asia,China
LOC2638,Africa,Africa,Mozambique
LOC215,LATAM,North,Mexico
LOC2656,APAC,Central Asia,Bangladesh
LOC3411,EU,Central,France
LOC188,LATAM,Central,Panama
LOC2639,LATAM,North,Mexico
LOC2540,EMEA,EMEA,Romania
LOC1617,Africa,Africa,Sudan
LOC2926,EMEA,EMEA,Iran
LOC942,LATAM,South,Colombia
LOC2957,APAC,Southeast Asia,Malaysia
LOC2109,EU,Central,France
LOC1405,EMEA,EMEA,Czech Republic
LOC2483,US,Central,United States
LOC3413,EU,Central,France
LOC1726,APAC,Southeast Asia,Indonesia
LOC1173,LATAM,North,Mexico
LOC1629,APAC,North Asia,Japan
LOC2660,EU,Central,France
LOC1693,EMEA,EMEA,Russia
LOC1585,APAC,North Asia,China
LOC1956,LATAM,South,Brazil
LOC2271,Africa,Africa,Zambia
LOC2831,EMEA,EMEA,Iraq
LOC1410,APAC,North Asia,China
LOC3106,EMEA,EMEA,Ukraine
LOC3157,EU,South,Italy
LOC2206,APAC,Oceania,Australia
LOC448,EU,North,United Kingdom
LOC3349,LATAM,South,Brazil
LOC2775,Africa,Africa,Morocco
LOC2033,EU,Central,France
LOC1941,EU,South,Spain
LOC2587,LATAM,South,Bolivia
LOC349,US,East,United States
LOC2365,EU,Central,Germany
LOC1158,LATAM,North,Mexico
LOC881,EMEA,EMEA,Syria
LOC1476,EMEA,EMEA,Russia
LOC2866,LATAM,Central,Panama
LOC707,LATAM,South,Chile
LOC3518,APAC,Oceania,Australia
LOC129,EU,Central,France
LOC3619,APAC,North Asia,China
LOC2152,Africa,Africa,Somalia
LOC512,EMEA,EMEA,Russia
LOC2964,EMEA,EMEA,Russia
LOC683,APAC,North Asia,China
LOC185,APAC,Oceania,Australia
LOC3060,Africa,Africa,South Africa
LOC970,APAC,Central Asia,India
LOC2342,LATAM,Caribbean,Cuba
LOC2596,LATAM,South,Argentina
LOC626,EU,Central,France
LOC1137,APAC,North Asia,China
LOC1108,LATAM,South,Brazil
LOC1940,EU,Central,Germany
LOC178,LATAM,South,Chile
LOC2933,EU,Central,France
LOC2158,Africa,Africa,Kenya
LOC2270,EMEA,EMEA,Turkey
LOC1554,APAC,North Asia,China
LOC1687,Africa,Africa,Sierra Leone
LOC3099,APAC,North Asia,China
LOC2106,EU,South,Italy
LOC2689,EU,Central,France
LOC337,EMEA,EMEA,Iran
LOC045,APAC,Central Asia,India
LOC754,EMEA,EMEA,Romania
LOC2376,EMEA,EMEA,Romania
LOC500,EU,North,United Kingdom
LOC3227,LATAM,Central,Nicaragua
LOC076,EU,South,Spain
LOC1340,EU,Central,Belgium
LOC051,APAC,North Asia,China
LOC3270,EMEA,EMEA,Turkey
LOC3284,EU,Central,Germany
LOC1664,Africa,Africa,Guinea
LOC041,EU,Central,France
LOC3155,Africa,Africa,Egypt
LOC724,LATAM,Central,Honduras
LOC3317,APAC,Central Asia,India
LOC597,LATAM,South,Venezuela
LOC2367,EMEA,EMEA,Ukraine
LOC2139,Canada,Canada,Canada
LOC1457,US,Central,United States
LOC3476,EU,Central,France
LOC1854,APAC,North Asia,China
LOC2306,EU,Central,Netherlands
LOC1411,APAC,North Asia,China
LOC2515,APAC,Central Asia,India
LOC507,US,Central,United States
LOC012,Africa,Africa,Cote d'Ivoire
LOC3299,EU,North,Finland
LOC2578,LATAM,Caribbean,Jamaica
LOC1499,EMEA,EMEA,Russia
LOC191,LATAM,Caribbean,Cuba
LOC2312,EU,Central,France
LOC897,EMEA,EMEA,Turkey
LOC1349,EU,Central,Netherlands
LOC2501,US,Central,United States
LOC3133,APAC,North Asia,Japan
LOC1590,EMEA,EMEA,Russia
LOC529,US,West,United States
LOC1525,APAC,Southeast Asia,Indonesia
LOC2040,EU,Central,France
LOC318,EU,Central,France
LOC894,US,South,United States
LOC1600,Africa,Africa,Guinea
LOC2977,APAC,North Asia,China
LOC2050,EU,Central,France
LOC3372,Canada,Canada,Canada
LOC024,LATAM,North,Mexico
LOC1776,EU,Central,Germany
LOC3419,EU,Central,France
LOC779,EU,South,Italy
LOC1838,EU,Central,France
LOC2089,EMEA,EMEA,Ukraine
LOC1298,EU,Central,Netherlands
LOC2092,US,South,United States
LOC202,EMEA,EMEA,Israel
LOC1155,EU,North,United Kingdom
LOC2927,EMEA,EMEA,Bosnia and Herzegovina
LOC964,APAC,Oceania,New Zealand
LOC3436,EU,South,Spain
LOC2117,EU,North,United Kingdom
LOC419,Africa,Africa,Guinea-Bissau
LOC956,APAC,Oceania,Australia
LOC1177,EU,South,Italy
LOC2671,APAC,Central Asia,India
LOC1651,EMEA,EMEA,Ukraine
LOC1871,APAC,North Asia,China
LOC231,EU,Central,France
LOC2500,EU,Central,Germany
LOC764,APAC,Central Asia,India
LOC971,US,South,United States
LOC1975,APAC,Southeast Asia,Philippines
LOC2076,EU,Central,Belgium
LOC2488,US,East,United States
LOC2275,APAC,Central Asia,India
LOC3232,EU,South,Italy
LOC844,LATAM,South,Brazil
LOC2516,LATAM,Caribbean,Cuba
LOC757,LATAM,North,Mexico
LOC473,US,East,United States
LOC3146,US,South,United States
LOC841,LATAM,South,Colombia
LOC1444,LATAM,South,Brazil
LOC752,US,East,United States
LOC341,Africa,Africa,Mozambique
LOC315,EU,North,United Kingdom
LOC3559,Africa,Africa,Cote d'Ivoire
LOC2850,US,West,United States
LOC2065,EU,Central,France
LOC925,Africa,Africa,Djibouti
LOC2776,APAC,North Asia,Japan
LOC3266,EU,Central,France
LOC936,APAC,North Asia,China
LOC2392,Canada,Canada,Canada
LOC830,EU,North,United Kingdom
LOC3097,EU,Central,France
LOC2749,US,Central,United States
LOC2694,US,West,United States
LOC2244,Africa,Africa,Kenya
LOC2182,EU,Central,France
LOC312,LATAM,South,Brazil
LOC3347,EU,Central,France
LOC405,APAC,Central Asia,India
LOC923,LATAM,South,Brazil
LOC1942,EMEA,EMEA,Romania
LOC2814,LATAM,North,Mexico
LOC2459,LATAM,South,Brazil
LOC2938,EU,Central,France
LOC3006,EU,Central,Germany
LOC962,APAC,Southeast Asia,Indonesia
LOC2423,EU,South,Italy
LOC3293,APAC,Central Asia,India
LOC2209,US,East,United States
LOC1864,EU,Central,France
LOC3470,EU,Central,France
LOC552,EU,South,Italy
LOC3363,EU,Central,France
LOC1799,EU,Central,Switzerland
LOC212,EU,Central,France
LOC1532,EMEA,EMEA,Israel
LOC668,LATAM,South,Venezuela
LOC2047,EMEA,EMEA,Iran
LOC2427,LATAM,Caribbean,Cuba
LOC3048,LATAM,Central,El Salvador
LOC2332,EU,North,United Kingdom
LOC1180,EU,Central,Germany
LOC2682,US,West,United States
LOC3461,EU,North,United Kingdom
LOC1564,US,South,United States
LOC2588,EU,Central,Germany
LOC1249,EU,South,Italy
LOC2451,US,West,United States
LOC2281,EU,Central,Germany
LOC2024,EU,Central,France
LOC442,US,West,United States
LOC2512,Africa,Africa,South Africa
LOC1420,LATAM,Central,Guatemala
LOC842,LATAM,South,Ecuador
LOC2081,EMEA,EMEA,Saudi Arabia
LOC3527,EU,North,United Kingdom
LOC652,EU,Central,France
LOC2569,Africa,Africa,Nigeria
LOC1399,US,South,United States
LOC1497,LATAM,South,Brazil
LOC1292,APAC,Central Asia,India
LOC1165,EMEA,EMEA,Turkey
LOC1531,EU,South,Spain
LOC610,EU,South,Italy
LOC788,EMEA,EMEA,Romania
LOC812,LATAM,South,Brazil
LOC330,US,Central,United States
LOC2652,EMEA,EMEA,Iran
LOC1251,LATAM,South,Venezuela
LOC062,EMEA,EMEA,Saudi Arabia
LOC010,EU,North,United Kingdom
LOC2175,LATAM,South,Brazil
LOC1737,LATAM,Central,Panama
LOC813,Africa,Africa,Benin
LOC3469,US,East,United States
LOC701,US,West,United States
LOC2609,LATAM,South,Chile
LOC3179,LATAM,North,Mexico
LOC2493,APAC,Central Asia,Pakistan
LOC021,EU,South,Italy
LOC709,LATAM,North,Mexico
LOC1652,EMEA,EMEA,Iran
LOC989,US,Central,United States
LOC1542,APAC,North Asia,China
LOC3115,Canada,Canada,Canada
LOC2602,LATAM,North,Mexico
LOC885,US,Central,United States
LOC2838,LATAM,South,Chile
LOC002,EU,Central,Germany
LOC2037,Africa,Africa,Kenya
LOC1892,EMEA,EMEA,Poland
LOC2217,APAC,Central Asia,Pakistan
LOC084,US,East,United States
LOC2215,Africa,Africa,Zambia
LOC1241,EU,Central,Germany
LOC3190,US,West,United States
LOC1840,EU,North,United Kingdom
LOC2203,EMEA,EMEA,Iraq
LOC1559,LATAM,South,Brazil
LOC3002,EMEA,EMEA,Romania
LOC1120,EU,Central,France
LOC837,LATAM,North,Mexico
LOC3294,Africa,Africa,Tunisia
LOC1494,LATAM,South,Brazil
LOC2746,LATAM,South,Argentina
LOC2232,EMEA,EMEA,Ukraine
LOC2881,EU,North,Norway
LOC2044,LATAM,Central,Nicaragua
LOC1674,US,South,United States
LOC236,EU,North,United Kingdom
LOC575,LATAM,South,Brazil
LOC158,LATAM,South,Brazil
LOC3465,EU,North,United Kingdom
LOC1223,LATAM,Central,Nicaragua
LOC1863,LATAM,South,Brazil
LOC1622,APAC,Oceania,Australia
LOC1633,APAC,Southeast Asia,Indonesia
LOC3571,EMEA,EMEA,Russia
LOC2815,EMEA,EMEA,Russia
LOC1981,APAC,Southeast Asia,Indonesia
LOC562,EU,Central,France
LOC2604,US,West,United States
LOC2340,LATAM,South,Brazil
LOC2498,EU,North,United Kingdom
LOC526,APAC,Oceania,Australia
LOC2542,EU,North,United Kingdom
LOC2042,APAC,Oceania,Australia
LOC1841,EU,Central,Belgium
LOC3600,EMEA,EMEA,Croatia
LOC1126,LATAM,North,Mexico
LOC2695,LATAM,South,Brazil
LOC3480,APAC,North Asia,China
LOC677,EU,Central,France
LOC2463,APAC,Central Asia,India
LOC055,EMEA,EMEA,Iraq
LOC1927,EU,North,United Kingdom
LOC1332,EU,Central,Netherlands
LOC1704,APAC,North Asia,Hong Kong
LOC850,LATAM,Central,El Salvador
LOC3567,APAC,North Asia,China
LOC2090,APAC,Oceania,Australia
LOC948,EU,North,Norway
LOC218,US,South,United States
LOC2374,EU,Central,Netherlands
LOC3255,US,West,United States
LOC2165,EU,Central,France
LOC1538,APAC,North Asia,China
LOC1888,EU,Central,France
LOC3050,LATAM,South,Brazil
LOC3538,APAC,North Asia,China
LOC1621,APAC,Central Asia,Nepal
LOC2645,EU,Central,France
LOC1501,LATAM,North,Mexico
LOC3507,EU,Central,Germany
LOC1168,EMEA,EMEA,Poland
LOC1965,EU,Central,Germany
LOC1176,EU,Central,France
LOC624,EU,South,Spain
LOC3506,EU,North,United Kingdom
LOC1616,EMEA,EMEA,Russia
LOC665,LATAM,South,Brazil
LOC870,APAC,Central Asia,India
LOC799,US,South,United States
LOC1787,US,Central,United States
LOC1680,EU,Central,Austria
LOC208,Africa,Africa,Egypt
LOC735,LATAM,Caribbean,Cuba
LOC2121,LATAM,North,Mexico
LOC2437,EMEA,EMEA,Lithuania
LOC1028,EU,Central,Germany
LOC1876,EU,Central,Germany
LOC502,EU,Central,France
LOC1192,APAC,Oceania,New Zealand
LOC2615,EU,Central,Germany
LOC816,EU,Central,France
LOC2734,EU,Central,Belgium
LOC1377,US,Central,United States
LOC734,LATAM,South,Colombia
LOC409,EMEA,EMEA,Turkey
LOC1831,LATAM,Caribbean,Guadeloupe
LOC3120,EU,North,United Kingdom
LOC014,LATAM,South,Brazil
LOC2484,LATAM,South,Colombia
LOC2357,EU,North,Denmark
LOC1306,APAC,North Asia,China
LOC2353,LATAM,North,Mexico
LOC2930,EMEA,EMEA,Iran
LOC313,LATAM,South,Venezuela
LOC1325,APAC,North Asia,China
LOC716,Africa,Africa,Zambia
LOC2793,EU,Central,France
LOC1288,APAC,Central Asia,India
LOC2313,APAC,North Asia,Japan
LOC2360,EU,Central,Germany
LOC3473,EU,North,United Kingdom
LOC1423,APAC,North Asia,China
LOC3034,Africa,Africa,Egypt
LOC912,EU,North,United Kingdom
LOC418,EMEA,EMEA,Kyrgyzstan
LOC3210,Africa,Africa,Kenya
