store_id,market,region,country,start_date,end_date,is_current
LOC415,EU,North,United Kingdom,2024-05-28,2024-12-31,True
LOC2650,APAC,Southeast Asia,Vietnam,2024-05-28,2024-12-31,True
LOC935,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC1093,EU,Central,France,2024-05-28,2024-12-31,True
LOC2894,LATAM,South,Bolivia,2024-05-28,2024-12-31,True
LOC934,EMEA,EMEA,Ukraine,2024-05-28,2024-12-31,True
LOC602,EU,North,United Kingdom,2024-05-28,2024-12-31,True
LOC3066,US,West,United States,2024-05-28,2024-12-31,True
LOC3421,EU,Central,France,2024-05-28,2024-12-31,True
LOC2305,LATAM,North,Mexico,2024-05-28,2024-12-31,True
LOC706,Africa,Africa,Zambia,2024-05-28,2024-12-31,True
LOC267,US,East,United States,2024-05-28,2024-12-31,True
LOC2254,EU,Central,France,2024-05-28,2024-12-31,True
LOC2985,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC1195,EU,Central,France,2024-05-28,2024-12-31,True
LOC611,LATAM,Caribbean,Haiti,2024-05-28,2024-12-31,True
LOC486,EMEA,EMEA,Romania,2024-05-28,2024-12-31,True
LOC3392,EU,Central,France,2024-05-28,2024-12-31,True
LOC1728,APAC,North Asia,Japan,2024-05-28,2024-12-31,True
LOC902,EU,North,United Kingdom,2024-05-28,2024-12-31,True
LOC186,EU,Central,Netherlands,2024-05-28,2024-12-31,True
LOC155,EU,South,Italy,2024-05-28,2024-12-31,True
LOC3458,APAC,Oceania,New Zealand,2024-05-28,2024-12-31,True
LOC1062,US,Central,United States,2024-05-28,2024-12-31,True
LOC1327,APAC,Southeast Asia,Vietnam,2024-05-28,2024-12-31,True
LOC1175,EU,Central,Belgium,2024-05-28,2024-12-31,True
LOC622,LATAM,South,Brazil,2024-05-28,2024-12-31,True
LOC1753,EU,South,Italy,2024-05-28,2024-12-31,True
LOC1537,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC3511,US,East,United States,2024-05-28,2024-12-31,True
LOC1882,EU,North,United Kingdom,2024-05-28,2024-12-31,True
LOC2415,APAC,Southeast Asia,Indonesia,2024-05-28,2024-12-31,True
LOC3593,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC1068,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC658,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC2642,LATAM,South,Ecuador,2024-05-28,2024-12-31,True
LOC661,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC2813,EMEA,EMEA,Saudi Arabia,2024-05-28,2024-12-31,True
LOC2795,EU,Central,France,2024-05-28,2024-12-31,True
LOC3091,EU,North,United Kingdom,2024-05-28,2024-12-31,True
LOC2597,LATAM,South,Brazil,2024-05-28,2024-12-31,True
LOC1001,US,Central,United States,2024-05-28,2024-12-31,True
LOC439,EU,North,United Kingdom,2024-05-28,2024-12-31,True
LOC3555,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC496,LATAM,Caribbean,Barbados,2024-05-28,2024-12-31,True
LOC1101,US,South,United States,2024-05-28,2024-12-31,True
LOC332,EU,Central,France,2024-05-28,2024-12-31,True
LOC3055,EU,North,United Kingdom,2024-05-28,2024-12-31,True
LOC1995,US,East,United States,2024-05-28,2024-12-31,True
LOC2343,LATAM,North,Mexico,2024-05-28,2024-12-31,True
LOC1601,Africa,Africa,Nigeria,2024-05-28,2024-12-31,True
LOC911,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC2614,EU,South,Spain,2024-05-28,2024-12-31,True
LOC1801,US,East,United States,2024-05-28,2024-12-31,True
LOC454,EU,Central,Germany,2024-05-28,2024-12-31,True
LOC866,US,West,United States,2024-05-28,2024-12-31,True
LOC181,EU,Central,France,2024-05-28,2024-12-31,True
LOC2221,EU,South,Spain,2024-05-28,2024-12-31,True
LOC1885,EU,North,United Kingdom,2024-05-28,2024-12-31,True
LOC1077,Africa,Africa,Morocco,2024-05-28,2024-12-31,True
LOC1065,EU,North,United Kingdom,2024-05-28,2024-12-31,True
LOC3100,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC1367,EU,Central,Germany,2024-05-28,2024-12-31,True
LOC733,LATAM,Caribbean,Cuba,2024-05-28,2024-12-31,True
LOC180,EMEA,EMEA,Russia,2024-05-28,2024-12-31,True
LOC1889,EMEA,EMEA,Slovenia,2024-05-28,2024-12-31,True
LOC2028,US,East,United States,2024-05-28,2024-12-31,True
LOC2207,APAC,Oceania,Australia,2024-05-28,2024-12-31,True
LOC2317,EMEA,EMEA,Ukraine,2024-05-28,2024-12-31,True
LOC268,Africa,Africa,Mali,2024-05-28,2024-12-31,True
LOC2177,LATAM,South,Uruguay,2024-05-28,2024-12-31,True
LOC3192,LATAM,North,Mexico,2024-05-28,2024-12-31,True
LOC928,EMEA,EMEA,Ukraine,2024-05-28,2024-12-31,True
LOC630,EU,South,Italy,2024-05-28,2024-12-31,True
LOC1246,EU,Central,France,2024-05-28,2024-12-31,True
LOC3574,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC1967,Africa,Africa,Madagascar,2024-05-28,2024-12-31,True
LOC2782,Africa,Africa,Algeria,2024-05-28,2024-12-31,True
LOC641,EU,Central,France,2024-05-28,2024-12-31,True
LOC194,EMEA,EMEA,Russia,2024-05-28,2024-12-31,True
LOC1232,EU,North,United Kingdom,2024-05-28,2024-12-31,True
LOC2098,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC2248,Africa,Africa,Mozambique,2024-05-28,2024-12-31,True
LOC990,US,West,United States,2024-05-28,2024-12-31,True
LOC3274,APAC,Oceania,Australia,2024-05-28,2024-12-31,True
LOC3429,EMEA,EMEA,Ukraine,2024-05-28,2024-12-31,True
LOC1049,US,Central,United States,2024-05-28,2024-12-31,True
LOC462,US,South,United States,2024-05-28,2024-12-31,True
LOC3223,APAC,Oceania,New Zealand,2024-05-28,2024-12-31,True
LOC1852,EU,Central,France,2024-05-28,2024-12-31,True
LOC3147,US,South,United States,2024-05-28,2024-12-31,True
LOC198,EMEA,EMEA,Israel,2024-05-28,2024-12-31,True
LOC2466,LATAM,South,Brazil,2024-05-28,2024-12-31,True
LOC3027,EU,North,United Kingdom,2024-05-28,2024-12-31,True
LOC2691,EU,Central,France,2024-05-28,2024-12-31,True
LOC877,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC2351,EU,Central,Germany,2024-05-28,2024-12-31,True
LOC718,Africa,Africa,Zambia,2024-05-28,2024-12-31,True
LOC1142,EMEA,EMEA,Romania,2024-05-28,2024-12-31,True
LOC3249,APAC,Oceania,Australia,2024-05-28,2024-12-31,True
LOC513,EU,Central,France,2024-05-28,2024-12-31,True
LOC265,LATAM,South,Brazil,2024-05-28,2024-12-31,True
LOC952,EU,Central,France,2024-05-28,2024-12-31,True
LOC3263,EU,Central,France,2024-05-28,2024-12-31,True
LOC358,Africa,Africa,Libya,2024-05-28,2024-12-31,True
LOC241,APAC,Southeast Asia,Philippines,2024-05-28,2024-12-31,True
LOC2253,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC3090,EU,Central,Germany,2024-05-28,2024-12-31,True
LOC295,EU,South,Italy,2024-05-28,2024-12-31,True
LOC3548,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC3125,EMEA,EMEA,Saudi Arabia,2024-05-28,2024-12-31,True
LOC1281,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC967,LATAM,North,Mexico,2024-05-28,2024-12-31,True
LOC1638,US,Central,United States,2024-05-28,2024-12-31,True
LOC3240,APAC,North Asia,Japan,2024-05-28,2024-12-31,True
LOC355,EMEA,EMEA,Israel,2024-05-28,2024-12-31,True
LOC2753,EU,North,United Kingdom,2024-05-28,2024-12-31,True
LOC802,EU,North,Ireland,2024-05-28,2024-12-31,True
LOC2744,Africa,Africa,South Africa,2024-05-28,2024-12-31,True
LOC1092,EU,Central,France,2024-05-28,2024-12-31,True
LOC2649,Africa,Africa,Morocco,2024-05-28,2024-12-31,True
LOC3187,US,West,United States,2024-05-28,2024-12-31,True
LOC1566,LATAM,South,Brazil,2024-05-28,2024-12-31,True
LOC1948,Africa,Africa,Zambia,2024-05-28,2024-12-31,True
LOC317,EMEA,EMEA,Iraq,2024-05-28,2024-12-31,True
LOC153,US,West,United States,2024-05-28,2024-12-31,True
LOC2083,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC1266,LATAM,North,Mexico,2024-05-28,2024-12-31,True
LOC2706,US,Central,United States,2024-05-28,2024-12-31,True
LOC2901,LATAM,South,Brazil,2024-05-28,2024-12-31,True
LOC2180,US,South,United States,2024-05-28,2024-12-31,True
LOC225,US,Central,United States,2024-05-28,2024-12-31,True
LOC217,EU,Central,France,2024-05-28,2024-12-31,True
LOC3326,APAC,Oceania,New Zealand,2024-05-28,2024-12-31,True
LOC2280,EU,Central,France,2024-05-28,2024-12-31,True
LOC1063,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC1810,EU,Central,France,2024-05-28,2024-12-31,True
LOC2231,Africa,Africa,Tanzania,2024-05-28,2024-12-31,True
LOC2380,US,West,United States,2024-05-28,2024-12-31,True
LOC2496,LATAM,Central,Guatemala,2024-05-28,2024-12-31,True
LOC2297,US,South,United States,2024-05-28,2024-12-31,True
LOC2134,EU,Central,France,2024-05-28,2024-12-31,True
LOC1954,Africa,Africa,South Africa,2024-05-28,2024-12-31,True
LOC878,LATAM,Central,Panama,2024-05-28,2024-12-31,True
LOC941,EU,South,Spain,2024-05-28,2024-12-31,True
LOC3406,LATAM,North,Mexico,2024-05-28,2024-12-31,True
LOC1339,EU,North,United Kingdom,2024-05-28,2024-12-31,True
LOC2383,LATAM,North,Mexico,2024-05-28,2024-12-31,True
LOC1804,LATAM,North,Mexico,2024-05-28,2024-12-31,True
LOC539,APAC,North Asia,South Korea,2024-05-28,2024-12-31,True
LOC2472,US,Central,United States,2024-05-28,2024-12-31,True
LOC1391,LATAM,Caribbean,Cuba,2024-05-28,2024-12-31,True
LOC1694,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC3435,EU,South,Italy,2024-05-28,2024-12-31,True
LOC600,EU,Central,France,2024-05-28,2024-12-31,True
LOC3408,EU,Central,Austria,2024-05-28,2024-12-31,True
LOC089,EU,South,Italy,2024-05-28,2024-12-31,True
LOC1902,US,West,United States,2024-05-28,2024-12-31,True
LOC1054,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC1035,LATAM,Central,Guatemala,2024-05-28,2024-12-31,True
LOC1282,APAC,Central Asia,Pakistan,2024-05-28,2024-12-31,True
LOC1529,EU,Central,Germany,2024-05-28,2024-12-31,True
LOC2410,EU,North,United Kingdom,2024-05-28,2024-12-31,True
LOC111,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC2631,EMEA,EMEA,Iran,2024-05-28,2024-12-31,True
LOC1540,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC2583,EU,North,United Kingdom,2024-05-28,2024-12-31,True
LOC1379,EU,Central,Germany,2024-05-28,2024-12-31,True
LOC3108,EU,North,United Kingdom,2024-05-28,2024-12-31,True
LOC059,Africa,Africa,Egypt,2024-05-28,2024-12-31,True
LOC1745,LATAM,South,Argentina,2024-05-28,2024-12-31,True
LOC1774,EU,North,Sweden,2024-05-28,2024-12-31,True
LOC1356,EU,North,Finland,2024-05-28,2024-12-31,True
LOC1793,US,West,United States,2024-05-28,2024-12-31,True
LOC517,EMEA,EMEA,Hungary,2024-05-28,2024-12-31,True
LOC320,EU,North,United Kingdom,2024-05-28,2024-12-31,True
LOC1896,Africa,Africa,Togo,2024-05-28,2024-12-31,True
LOC1076,EU,South,Italy,2024-05-28,2024-12-31,True
LOC2419,EU,Central,France,2024-05-28,2024-12-31,True
LOC1161,EU,North,United Kingdom,2024-05-28,2024-12-31,True
LOC2803,EU,Central,France,2024-05-28,2024-12-31,True
LOC2531,US,East,United States,2024-05-28,2024-12-31,True
LOC1489,LATAM,South,Brazil,2024-05-28,2024-12-31,True
LOC820,EU,North,United Kingdom,2024-05-28,2024-12-31,True
LOC3415,EU,Central,France,2024-05-28,2024-12-31,True
LOC2057,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC3509,EU,Central,Germany,2024-05-28,2024-12-31,True
LOC1426,Africa,Africa,Egypt,2024-05-28,2024-12-31,True
LOC1164,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC3261,EU,Central,France,2024-05-28,2024-12-31,True
LOC192,Africa,Africa,Tanzania,2024-05-28,2024-12-31,True
LOC1435,LATAM,South,Brazil,2024-05-28,2024-12-31,True
LOC1252,LATAM,North,Mexico,2024-05-28,2024-12-31,True
LOC741,LATAM,North,Mexico,2024-05-28,2024-12-31,True
LOC1689,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC3356,LATAM,North,Mexico,2024-05-28,2024-12-31,True
LOC383,US,East,United States,2024-05-28,2024-12-31,True
LOC520,US,East,United States,2024-05-28,2024-12-31,True
LOC1618,EU,Central,Germany,2024-05-28,2024-12-31,True
LOC1238,US,South,United States,2024-05-28,2024-12-31,True
LOC1755,LATAM,Caribbean,Dominican Republic,2024-05-28,2024-12-31,True
LOC2336,Africa,Africa,Mauritania,2024-05-28,2024-12-31,True
LOC2899,LATAM,South,Colombia,2024-05-28,2024-12-31,True
LOC801,LATAM,South,Argentina,2024-05-28,2024-12-31,True
LOC1178,Africa,Africa,South Africa,2024-05-28,2024-12-31,True
LOC3016,EU,Central,Germany,2024-05-28,2024-12-31,True
LOC1628,APAC,North Asia,Japan,2024-05-28,2024-12-31,True
LOC3405,LATAM,Central,Guatemala,2024-05-28,2024-12-31,True
LOC3632,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC3530,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC1366,LATAM,North,Mexico,2024-05-28,2024-12-31,True
LOC943,EU,Central,France,2024-05-28,2024-12-31,True
LOC1133,APAC,North Asia,Japan,2024-05-28,2024-12-31,True
LOC856,EMEA,EMEA,Poland,2024-05-28,2024-12-31,True
LOC1041,EU,Central,Germany,2024-05-28,2024-12-31,True
LOC1243,US,West,United States,2024-05-28,2024-12-31,True
LOC2905,EU,South,Spain,2024-05-28,2024-12-31,True
LOC2446,APAC,Oceania,New Zealand,2024-05-28,2024-12-31,True
LOC2854,LATAM,South,Argentina,2024-05-28,2024-12-31,True
LOC1994,LATAM,South,Brazil,2024-05-28,2024-12-31,True
LOC2007,EU,Central,France,2024-05-28,2024-12-31,True
LOC1199,EU,North,United Kingdom,2024-05-28,2024-12-31,True
LOC2692,US,West,United States,2024-05-28,2024-12-31,True
LOC2562,EU,Central,France,2024-05-28,2024-12-31,True
LOC3172,APAC,Oceania,New Zealand,2024-05-28,2024-12-31,True
LOC3207,EU,Central,Netherlands,2024-05-28,2024-12-31,True
LOC1609,EU,North,Sweden,2024-05-28,2024-12-31,True
LOC2655,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC2936,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC3590,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC2010,LATAM,Caribbean,Cuba,2024-05-28,2024-12-31,True
LOC1605,EMEA,EMEA,Iraq,2024-05-28,2024-12-31,True
LOC1406,EMEA,EMEA,Belarus,2024-05-28,2024-12-31,True
LOC746,US,South,United States,2024-05-28,2024-12-31,True
LOC1257,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC404,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC1459,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC3508,EU,North,United Kingdom,2024-05-28,2024-12-31,True
LOC384,EMEA,EMEA,Turkey,2024-05-28,2024-12-31,True
LOC1807,EU,Central,France,2024-05-28,2024-12-31,True
LOC3230,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC2002,LATAM,South,Colombia,2024-05-28,2024-12-31,True
LOC784,EU,Central,France,2024-05-28,2024-12-31,True
LOC1823,EU,North,United Kingdom,2024-05-28,2024-12-31,True
LOC1928,Africa,Africa,Angola,2024-05-28,2024-12-31,True
LOC2069,Africa,Africa,Democratic Republic of the Congo,2024-05-28,2024-12-31,True
LOC843,LATAM,North,Mexico,2024-05-28,2024-12-31,True
LOC2871,LATAM,Central,Honduras,2024-05-28,2024-12-31,True
LOC1552,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC3614,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC503,US,Central,United States,2024-05-28,2024-12-31,True
LOC2555,EU,South,Spain,2024-05-28,2024-12-31,True
LOC3573,EU,Central,France,2024-05-28,2024-12-31,True
LOC427,APAC,Oceania,New Zealand,2024-05-28,2024-12-31,True
LOC2710,EU,Central,France,2024-05-28,2024-12-31,True
LOC1946,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC3064,EU,Central,Netherlands,2024-05-28,2024-12-31,True
LOC2347,Africa,Africa,Guinea,2024-05-28,2024-12-31,True
LOC3608,Africa,Africa,Nigeria,2024-05-28,2024-12-31,True
LOC399,EU,Central,Germany,2024-05-28,2024-12-31,True
LOC3076,EU,Central,France,2024-05-28,2024-12-31,True
LOC2847,LATAM,Caribbean,Dominican Republic,2024-05-28,2024-12-31,True
LOC1818,EU,South,Italy,2024-05-28,2024-12-31,True
LOC775,US,West,United States,2024-05-28,2024-12-31,True
LOC2919,LATAM,South,Brazil,2024-05-28,2024-12-31,True
LOC253,EU,Central,France,2024-05-28,2024-12-31,True
LOC2630,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC2082,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC2998,EMEA,EMEA,Bulgaria,2024-05-28,2024-12-31,True
LOC2557,LATAM,South,Brazil,2024-05-28,2024-12-31,True
LOC1549,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC680,EU,North,United Kingdom,2024-05-28,2024-12-31,True
LOC1579,Africa,Africa,Nigeria,2024-05-28,2024-12-31,True
LOC488,EU,Central,Netherlands,2024-05-28,2024-12-31,True
LOC3350,EU,South,Spain,2024-05-28,2024-12-31,True
LOC818,EU,Central,France,2024-05-28,2024-12-31,True
LOC1128,EU,South,Spain,2024-05-28,2024-12-31,True
LOC669,EU,Central,Belgium,2024-05-28,2024-12-31,True
LOC2377,Africa,Africa,Algeria,2024-05-28,2024-12-31,True
LOC1659,Africa,Africa,Rwanda,2024-05-28,2024-12-31,True
LOC027,EMEA,EMEA,Turkey,2024-05-28,2024-12-31,True
LOC2337,LATAM,South,Brazil,2024-05-28,2024-12-31,True
LOC2362,US,Central,United States,2024-05-28,2024-12-31,True
LOC2897,LATAM,South,Brazil,2024-05-28,2024-12-31,True
LOC1234,US,West,United States,2024-05-28,2024-12-31,True
LOC353,LATAM,South,Brazil,2024-05-28,2024-12-31,True
LOC2331,Canada,Canada,Canada,2024-05-28,2024-12-31,True
LOC1769,US,Central,United States,2024-05-28,2024-12-31,True
LOC210,Africa,Africa,Togo,2024-05-28,2024-12-31,True
LOC092,EU,South,Portugal,2024-05-28,2024-12-31,True
LOC2475,APAC,Southeast Asia,Indonesia,2024-05-28,2024-12-31,True
LOC3029,US,South,United States,2024-05-28,2024-12-31,True
LOC2784,US,Central,United States,2024-05-28,2024-12-31,True
LOC1519,LATAM,South,Colombia,2024-05-28,2024-12-31,True
LOC1107,Africa,Africa,Cameroon,2024-05-28,2024-12-31,True
LOC1544,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC3386,EU,Central,France,2024-05-28,2024-12-31,True
LOC1909,EU,South,Spain,2024-05-28,2024-12-31,True
LOC1778,EU,Central,Germany,2024-05-28,2024-12-31,True
LOC632,LATAM,South,Brazil,2024-05-28,2024-12-31,True
LOC460,EMEA,EMEA,Iran,2024-05-28,2024-12-31,True
LOC1104,LATAM,South,Brazil,2024-05-28,2024-12-31,True
LOC144,APAC,North Asia,South Korea,2024-05-28,2024-12-31,True
LOC150,LATAM,North,Mexico,2024-05-28,2024-12-31,True
LOC2447,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC1676,APAC,North Asia,Japan,2024-05-28,2024-12-31,True
LOC1857,Africa,Africa,Democratic Republic of the Congo,2024-05-28,2024-12-31,True
LOC451,LATAM,South,Brazil,2024-05-28,2024-12-31,True
LOC182,US,South,United States,2024-05-28,2024-12-31,True
LOC154,US,Central,United States,2024-05-28,2024-12-31,True
LOC151,LATAM,Central,El Salvador,2024-05-28,2024-12-31,True
LOC205,EU,South,Italy,2024-05-28,2024-12-31,True
LOC2064,LATAM,South,Brazil,2024-05-28,2024-12-31,True
LOC2663,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC1943,EMEA,EMEA,Ukraine,2024-05-28,2024-12-31,True
LOC1174,EU,Central,Switzerland,2024-05-28,2024-12-31,True
LOC1344,EU,Central,France,2024-05-28,2024-12-31,True
LOC2361,EU,Central,Germany,2024-05-28,2024-12-31,True
LOC110,LATAM,South,Brazil,2024-05-28,2024-12-31,True
LOC2238,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC1442,LATAM,North,Mexico,2024-05-28,2024-12-31,True
LOC2577,US,West,United States,2024-05-28,2024-12-31,True
LOC780,LATAM,South,Argentina,2024-05-28,2024-12-31,True
LOC2316,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC2100,US,East,United States,2024-05-28,2024-12-31,True
LOC2696,LATAM,South,Argentina,2024-05-28,2024-12-31,True
LOC403,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC794,EU,North,Denmark,2024-05-28,2024-12-31,True
LOC2303,Africa,Africa,Niger,2024-05-28,2024-12-31,True
LOC1052,EU,Central,France,2024-05-28,2024-12-31,True
LOC470,EU,Central,France,2024-05-28,2024-12-31,True
LOC1235,EU,North,United Kingdom,2024-05-28,2024-12-31,True
LOC2264,US,South,United States,2024-05-28,2024-12-31,True
LOC947,EU,Central,France,2024-05-28,2024-12-31,True
LOC1555,LATAM,North,Mexico,2024-05-28,2024-12-31,True
LOC1319,EU,Central,Germany,2024-05-28,2024-12-31,True
LOC294,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC1989,EMEA,EMEA,Turkey,2024-05-28,2024-12-31,True
LOC2887,EU,Central,France,2024-05-28,2024-12-31,True
LOC3243,LATAM,North,Mexico,2024-05-28,2024-12-31,True
LOC1875,EU,Central,Austria,2024-05-28,2024-12-31,True
LOC958,US,Central,United States,2024-05-28,2024-12-31,True
LOC2571,APAC,Oceania,Papua New Guinea,2024-05-28,2024-12-31,True
LOC1641,EMEA,EMEA,Iran,2024-05-28,2024-12-31,True
LOC1734,LATAM,Central,Honduras,2024-05-28,2024-12-31,True
LOC2570,APAC,Oceania,Australia,2024-05-28,2024-12-31,True
LOC2276,APAC,Oceania,New Zealand,2024-05-28,2024-12-31,True
LOC1167,EMEA,EMEA,Poland,2024-05-28,2024-12-31,True
LOC2606,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC1881,US,South,United States,2024-05-28,2024-12-31,True
LOC659,APAC,North Asia,South Korea,2024-05-28,2024-12-31,True
LOC2690,EU,Central,Germany,2024-05-28,2024-12-31,True
LOC1053,EU,North,United Kingdom,2024-05-28,2024-12-31,True
LOC1839,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC714,LATAM,Central,Guatemala,2024-05-28,2024-12-31,True
LOC483,EU,Central,Germany,2024-05-28,2024-12-31,True
LOC2807,EU,Central,France,2024-05-28,2024-12-31,True
LOC1813,EU,Central,France,2024-05-28,2024-12-31,True
LOC1310,EU,Central,Germany,2024-05-28,2024-12-31,True
LOC1338,EU,North,United Kingdom,2024-05-28,2024-12-31,True
LOC983,EU,Central,France,2024-05-28,2024-12-31,True
LOC2321,EU,Central,France,2024-05-28,2024-12-31,True
LOC620,EU,South,Italy,2024-05-28,2024-12-31,True
LOC1245,APAC,Oceania,Australia,2024-05-28,2024-12-31,True
LOC303,LATAM,South,Brazil,2024-05-28,2024-12-31,True
LOC2258,US,Central,United States,2024-05-28,2024-12-31,True
LOC2796,EU,Central,France,2024-05-28,2024-12-31,True
LOC1432,LATAM,South,Colombia,2024-05-28,2024-12-31,True
LOC3229,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC3316,EMEA,EMEA,Mongolia,2024-05-28,2024-12-31,True
LOC1833,EU,Central,France,2024-05-28,2024-12-31,True
LOC2455,US,West,United States,2024-05-28,2024-12-31,True
LOC697,US,West,United States,2024-05-28,2024-12-31,True
LOC2490,EU,South,Italy,2024-05-28,2024-12-31,True
LOC951,EU,Central,Germany,2024-05-28,2024-12-31,True
LOC1109,LATAM,South,Brazil,2024-05-28,2024-12-31,True
LOC3267,EU,Central,France,2024-05-28,2024-12-31,True
LOC160,LATAM,South,Brazil,2024-05-28,2024-12-31,True
LOC1163,APAC,Oceania,Australia,2024-05-28,2024-12-31,True
LOC1248,EU,Central,Netherlands,2024-05-28,2024-12-31,True
LOC1437,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC2260,EU,South,Italy,2024-05-28,2024-12-31,True
LOC528,Africa,Africa,Sudan,2024-05-28,2024-12-31,True
LOC1080,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC197,EU,Central,Germany,2024-05-28,2024-12-31,True
LOC3035,EU,Central,France,2024-05-28,2024-12-31,True
LOC146,APAC,North Asia,Japan,2024-05-28,2024-12-31,True
LOC3012,EMEA,EMEA,Turkey,2024-05-28,2024-12-31,True
LOC3174,APAC,Southeast Asia,Malaysia,2024-05-28,2024-12-31,True
LOC1862,LATAM,South,Brazil,2024-05-28,2024-12-31,True
LOC2366,EU,North,United Kingdom,2024-05-28,2024-12-31,True
LOC1488,LATAM,South,Brazil,2024-05-28,2024-12-31,True
LOC1204,LATAM,South,Brazil,2024-05-28,2024-12-31,True
LOC2284,EU,Central,Germany,2024-05-28,2024-12-31,True
LOC2018,EU,South,Italy,2024-05-28,2024-12-31,True
LOC2441,APAC,Oceania,New Zealand,2024-05-28,2024-12-31,True
LOC3475,EU,North,United Kingdom,2024-05-28,2024-12-31,True
LOC860,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC126,EU,Central,France,2024-05-28,2024-12-31,True
LOC3109,US,West,United States,2024-05-28,2024-12-31,True
LOC1961,LATAM,North,Mexico,2024-05-28,2024-12-31,True
LOC3244,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC1707,EMEA,EMEA,Ukraine,2024-05-28,2024-12-31,True
LOC3315,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC196,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC480,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC2737,EU,Central,France,2024-05-28,2024-12-31,True
LOC3368,EU,South,Italy,2024-05-28,2024-12-31,True
LOC817,EU,Central,France,2024-05-28,2024-12-31,True
LOC679,EU,North,United Kingdom,2024-05-28,2024-12-31,True
LOC765,EU,South,Portugal,2024-05-28,2024-12-31,True
LOC200,EU,North,United Kingdom,2024-05-28,2024-12-31,True
LOC466,Africa,Africa,Cote d'Ivoire,2024-05-28,2024-12-31,True
LOC2124,APAC,Oceania,Australia,2024-05-28,2024-12-31,True
LOC2610,LATAM,South,Venezuela,2024-05-28,2024-12-31,True
LOC3195,LATAM,South,Brazil,2024-05-28,2024-12-31,True
LOC1570,LATAM,South,Brazil,2024-05-28,2024-12-31,True
LOC1090,EU,South,Italy,2024-05-28,2024-12-31,True
LOC2453,US,East,United States,2024-05-28,2024-12-31,True
LOC1064,US,West,United States,2024-05-28,2024-12-31,True
LOC725,LATAM,North,Mexico,2024-05-28,2024-12-31,True
LOC2434,EU,Central,France,2024-05-28,2024-12-31,True
LOC831,LATAM,South,Brazil,2024-05-28,2024-12-31,True
LOC3169,LATAM,South,Brazil,2024-05-28,2024-12-31,True
