product_id,name,subcategory,category,start_date,end_date,is_current
TEC-AC-10000254,"Belkin Keyboard, Programmable",Accessories,Technology,2024-05-28,2024-12-31,True
TEC-PH-10003752,"Nokia Office Telephone, VoIP",Phones,Technology,2024-05-28,2024-12-31,True
OFF-ACC-10000102,"Acco Binding Machine, Clear",Binders,Office Supplies,2024-05-28,2024-12-31,True
TEC-AC-10002844,"SanDisk Flash Drive, USB",Accessories,Technology,2024-05-28,2024-12-31,True
TEC-CO-10002065,"Hewlett Copy Machine, Laser",Copiers,Technology,2024-05-28,2024-12-31,True
FUR-CH-10004387,"Office Star Bag Chairs, Red",Chairs,Furniture,2024-05-28,2024-12-31,True
OFF-AR-10001269,"BIC Markers, Water Color",Art,Office Supplies,2024-05-28,2024-12-31,True
TEC-CO-10001674,"Sharp Personal Copier, Color",Copiers,Technology,2024-05-28,2024-12-31,True
FUR-CH-10001262,"Office Star Rocking Chair, Set of Two",Chairs,Furniture,2024-05-28,2024-12-31,True
FUR-TA-10000075,"Bevis Coffee Table, Fully Assembled",Tables,Furniture,2024-05-28,2024-12-31,True
FUR-FU-10003374,Electrix Fluorescent Magnifier Lamps & Weighted Base,Furnishings,Furniture,2024-05-28,2024-12-31,True
FUR-BO-10002936,"Ikea Stackable Bookrack, Pine",Bookcases,Furniture,2024-05-28,2024-12-31,True
FUR-CH-10000225,"Global Geo Office Task Chair, Gray",Chairs,Furniture,2024-05-28,2024-12-31,True
OFF-PA-10002377,Xerox 1916,Paper,Office Supplies,2024-05-28,2024-12-31,True
TEC-PH-10000019,"Motorola Audio Dock, Full Size",Phones,Technology,2024-05-28,2024-12-31,True
OFF-AR-10000266,"BIC Markers, Fluorescent",Art,Office Supplies,2024-05-28,2024-12-31,True
FUR-BO-10002964,"Dania Floating Shelf Set, Pine",Bookcases,Furniture,2024-05-28,2024-12-31,True
TEC-MA-10004049,"Epson Printer, White",Machines,Technology,2024-05-28,2024-12-31,True
FUR-CH-10003540,"Office Star Bag Chairs, Set of Two",Chairs,Furniture,2024-05-28,2024-12-31,True
FUR-FU-10002659,"Eldon Clock, Black",Furnishings,Furniture,2024-05-28,2024-12-31,True
FUR-BO-10000786,"Sauder Stackable Bookrack, Pine",Bookcases,Furniture,2024-05-28,2024-12-31,True
TEC-PH-10003102,"Samsung Audio Dock, with Caller ID",Phones,Technology,2024-05-28,2024-12-31,True
TEC-AC-10003711,"Memorex Mouse, Erganomic",Accessories,Technology,2024-05-28,2024-12-31,True
OFF-AP-10002734,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,Appliances,Office Supplies,2024-05-28,2024-12-31,True
FUR-BO-10002109,"Safco Stackable Bookrack, Pine",Bookcases,Furniture,2024-05-28,2024-12-31,True
OFF-TEN-10000794,"Tenex Shelving, Wire Frame",Storage,Office Supplies,2024-05-28,2024-12-31,True
FUR-FU-10000606,"Deflect-O Photo Frame, Durable",Furnishings,Furniture,2024-05-28,2024-12-31,True
TEC-CO-10000887,"Hewlett Copy Machine, High-Speed",Copiers,Technology,2024-05-28,2024-12-31,True
FUR-CH-10000788,"Hon Rocking Chair, Adjustable",Chairs,Furniture,2024-05-28,2024-12-31,True
TEC-AC-10000023,"Maxell 74 Minute CD-R Spindle, 50/Pack",Accessories,Technology,2024-05-28,2024-12-31,True
TEC-PH-10002570,"Samsung Headset, Full Size",Phones,Technology,2024-05-28,2024-12-31,True
TEC-AC-10001047,"SanDisk Router, Erganomic",Accessories,Technology,2024-05-28,2024-12-31,True
FUR-CH-10002626,"Hon Steel Folding Chair, Adjustable",Chairs,Furniture,2024-05-28,2024-12-31,True
TEC-PH-10000956,"Motorola Speaker Phone, with Caller ID",Phones,Technology,2024-05-28,2024-12-31,True
OFF-AP-10003538,"Hamilton Beach Microwave, Silver",Appliances,Office Supplies,2024-05-28,2024-12-31,True
TEC-CO-10002812,"Canon Ink, Color",Copiers,Technology,2024-05-28,2024-12-31,True
FUR-TA-10000519,"Bevis Computer Table, Fully Assembled",Tables,Furniture,2024-05-28,2024-12-31,True
TEC-PH-10004093,Panasonic Kx-TS550,Phones,Technology,2024-05-28,2024-12-31,True
TEC-CO-10002696,"Hewlett Personal Copier, Color",Copiers,Technology,2024-05-28,2024-12-31,True
FUR-CH-10000133,"Harbour Creations Steel Folding Chair, Black",Chairs,Furniture,2024-05-28,2024-12-31,True
FUR-BO-10001872,"Bush Stackable Bookrack, Pine",Bookcases,Furniture,2024-05-28,2024-12-31,True
FUR-TA-10002789,"Hon Coffee Table, with Bottom Storage",Tables,Furniture,2024-05-28,2024-12-31,True
FUR-TA-10001226,"Hon Conference Table, Rectangular",Tables,Furniture,2024-05-28,2024-12-31,True
FUR-FU-10001246,"Advantus Frame, Durable",Furnishings,Furniture,2024-05-28,2024-12-31,True
FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,Chairs,Furniture,2024-05-28,2024-12-31,True
FUR-IKE-10003053,"Ikea 3-Shelf Cabinet, Mobile",Bookcases,Furniture,2024-05-28,2024-12-31,True
FUR-CH-10004047,"SAFCO Rocking Chair, Adjustable",Chairs,Furniture,2024-05-28,2024-12-31,True
FUR-BO-10003631,"Safco Stackable Bookrack, Mobile",Bookcases,Furniture,2024-05-28,2024-12-31,True
FUR-TA-10004289,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Tables,Furniture,2024-05-28,2024-12-31,True
FUR-BO-10004899,"Safco Floating Shelf Set, Pine",Bookcases,Furniture,2024-05-28,2024-12-31,True
TEC-PH-10001254,Jabra BIZ 2300 Duo QD Duo Corded Headset,Phones,Technology,2024-05-28,2024-12-31,True
FUR-TA-10000245,"Chromcraft Computer Table, Adjustable Height",Tables,Furniture,2024-05-28,2024-12-31,True
TEC-PH-10001492,"Nokia Headset, VoIP",Phones,Technology,2024-05-28,2024-12-31,True
TEC-CO-10001560,"Hewlett Ink, Color",Copiers,Technology,2024-05-28,2024-12-31,True
FUR-FU-10004288,"Eldon Frame, Duo Pack",Furnishings,Furniture,2024-05-28,2024-12-31,True
TEC-CO-10001531,"Hewlett Fax and Copier, Color",Copiers,Technology,2024-05-28,2024-12-31,True
OFF-AP-10003979,"KitchenAid Blender, Black",Appliances,Office Supplies,2024-05-28,2024-12-31,True
OFF-AP-10000691,"Cuisinart Refrigerator, Red",Appliances,Office Supplies,2024-05-28,2024-12-31,True
TEC-AC-10001756,"Memorex Numeric Keypad, USB",Accessories,Technology,2024-05-28,2024-12-31,True
TEC-CO-10001042,"Sharp Fax and Copier, High-Speed",Copiers,Technology,2024-05-28,2024-12-31,True
TEC-AC-10001876,"Logitech Memory Card, USB",Accessories,Technology,2024-05-28,2024-12-31,True
OFF-BI-10004042,"Cardinal Binding Machine, Recycled",Binders,Office Supplies,2024-05-28,2024-12-31,True
FUR-CH-10004065,"SAFCO Bag Chairs, Adjustable",Chairs,Furniture,2024-05-28,2024-12-31,True
TEC-CO-10003370,"HP Ink, Color",Copiers,Technology,2024-05-28,2024-12-31,True
TEC-PH-10003011,"Cisco Audio Dock, Full Size",Phones,Technology,2024-05-28,2024-12-31,True
TEC-MA-10002779,"Panasonic Receipt Printer, Red",Machines,Technology,2024-05-28,2024-12-31,True
FUR-FU-10000747,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Furnishings,Furniture,2024-05-28,2024-12-31,True
TEC-AC-10003417,"SanDisk Memory Card, Programmable",Accessories,Technology,2024-05-28,2024-12-31,True
FUR-HON-10003950,"Hon Coffee Table, Adjustable Height",Tables,Furniture,2024-05-28,2024-12-31,True
TEC-CO-10000172,"Hewlett Ink, Digital",Copiers,Technology,2024-05-28,2024-12-31,True
OFF-ST-10002499,"Eldon File Cart, Single Width",Storage,Office Supplies,2024-05-28,2024-12-31,True
TEC-PH-10003215,"Samsung Headset, Full Size",Phones,Technology,2024-05-28,2024-12-31,True
FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Furnishings,Furniture,2024-05-28,2024-12-31,True
OFF-ST-10000127,"Fellowes Shelving, Wire Frame",Storage,Office Supplies,2024-05-28,2024-12-31,True
TEC-AC-10004761,Maxell 4.7GB DVD+RW 3/Pack,Accessories,Technology,2024-05-28,2024-12-31,True
FUR-FU-10003664,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Furnishings,Furniture,2024-05-28,2024-12-31,True
TEC-PH-10000141,Clearsounds A400,Phones,Technology,2024-05-28,2024-12-31,True
OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,Storage,Office Supplies,2024-05-28,2024-12-31,True
TEC-OKI-10002736,"Okidata Card Printer, Red",Machines,Technology,2024-05-28,2024-12-31,True
OFF-AP-10004527,"Hamilton Beach Toaster, White",Appliances,Office Supplies,2024-05-28,2024-12-31,True
TEC-AC-10004420,Cherry 142-key Programmable Keyboard,Accessories,Technology,2024-05-28,2024-12-31,True
TEC-AC-10003262,"Belkin Router, Erganomic",Accessories,Technology,2024-05-28,2024-12-31,True
OFF-WIL-10000146,"Wilson Jones Binding Machine, Clear",Binders,Office Supplies,2024-05-28,2024-12-31,True
TEC-MA-10004168,"Panasonic Card Printer, Wireless",Machines,Technology,2024-05-28,2024-12-31,True
FUR-TA-10004767,Safco Drafting Table,Tables,Furniture,2024-05-28,2024-12-31,True
TEC-MA-10003146,"Okidata Inkjet, Durable",Machines,Technology,2024-05-28,2024-12-31,True
TEC-PH-10004345,Cisco SPA 502G IP Phone,Phones,Technology,2024-05-28,2024-12-31,True
FUR-CH-10000302,"Novimex Rocking Chair, Red",Chairs,Furniture,2024-05-28,2024-12-31,True
FUR-SAF-10002940,"Safco Corner Shelving, Mobile",Bookcases,Furniture,2024-05-28,2024-12-31,True
TEC-MA-10003176,"Panasonic Inkjet, Wireless",Machines,Technology,2024-05-28,2024-12-31,True
TEC-AC-10000596,"Enermax Memory Card, Erganomic",Accessories,Technology,2024-05-28,2024-12-31,True
TEC-AC-10001666,"Memorex Numeric Keypad, Erganomic",Accessories,Technology,2024-05-28,2024-12-31,True
TEC-MOT-10001342,"Motorola Signal Booster, VoIP",Phones,Technology,2024-05-28,2024-12-31,True
TEC-CO-10002700,"Hewlett Fax and Copier, Digital",Copiers,Technology,2024-05-28,2024-12-31,True
OFF-SU-10004306,"Kleencut Trimmer, Steel",Supplies,Office Supplies,2024-05-28,2024-12-31,True
TEC-PH-10001580,Logitech Mobile Speakerphone P710e - speaker phone,Phones,Technology,2024-05-28,2024-12-31,True
TEC-APP-10002829,"Apple Audio Dock, Full Size",Phones,Technology,2024-05-28,2024-12-31,True
FUR-TA-10002885,"Lesro Computer Table, Fully Assembled",Tables,Furniture,2024-05-28,2024-12-31,True
FUR-TA-10002095,"Lesro Training Table, Fully Assembled",Tables,Furniture,2024-05-28,2024-12-31,True
TEC-HP -10001574,"HP Fax Machine, Laser",Copiers,Technology,2024-05-28,2024-12-31,True
TEC-CO-10004507,"Brother Fax and Copier, Digital",Copiers,Technology,2024-05-28,2024-12-31,True
FUR-BO-10004459,"Safco 3-Shelf Cabinet, Traditional",Bookcases,Furniture,2024-05-28,2024-12-31,True
TEC-PH-10000087,"Apple Signal Booster, Cordless",Phones,Technology,2024-05-28,2024-12-31,True
FUR-BO-10001608,"Hon Metal Bookcases, Black",Bookcases,Furniture,2024-05-28,2024-12-31,True
TEC-MA-10000110,"StarTech Phone, Wireless",Machines,Technology,2024-05-28,2024-12-31,True
FUR-OFF-10004495,"Office Star Swivel Stool, Black",Chairs,Furniture,2024-05-28,2024-12-31,True
TEC-PH-10000693,"Apple Speaker Phone, with Caller ID",Phones,Technology,2024-05-28,2024-12-31,True
OFF-IBI-10001123,"Ibico 3-Hole Punch, Recycled",Binders,Office Supplies,2024-05-28,2024-12-31,True
TEC-PH-10004915,"Nokia Speaker Phone, Cordless",Phones,Technology,2024-05-28,2024-12-31,True
FUR-FU-10000526,"Deflect-O Frame, Durable",Furnishings,Furniture,2024-05-28,2024-12-31,True
OFF-KIT-10003757,"KitchenAid Refrigerator, Red",Appliances,Office Supplies,2024-05-28,2024-12-31,True
OFF-ST-10004996,"Tenex Trays, Blue",Storage,Office Supplies,2024-05-28,2024-12-31,True
OFF-EN-10004773,Staples,Envelopes,Office Supplies,2024-05-28,2024-12-31,True
FUR-CH-10001153,"Harbour Creations Bag Chairs, Adjustable",Chairs,Furniture,2024-05-28,2024-12-31,True
TEC-PH-10000014,"Motorola Headset, VoIP",Phones,Technology,2024-05-28,2024-12-31,True
OFF-AP-10003956,"Hoover Toaster, Red",Appliances,Office Supplies,2024-05-28,2024-12-31,True
FUR-CH-10002631,"Office Star Bag Chairs, Black",Chairs,Furniture,2024-05-28,2024-12-31,True
FUR-CH-10001187,"Novimex Chairmat, Set of Two",Chairs,Furniture,2024-05-28,2024-12-31,True
OFF-PA-10002652,"Eaton Note Cards, Premium",Paper,Office Supplies,2024-05-28,2024-12-31,True
TEC-AC-10003408,"Enermax Keyboard, Programmable",Accessories,Technology,2024-05-28,2024-12-31,True
FUR-CH-10002088,"Novimex Steel Folding Chair, Set of Two",Chairs,Furniture,2024-05-28,2024-12-31,True
OFF-STA-10000244,"Stanley Sketch Pad, Fluorescent",Art,Office Supplies,2024-05-28,2024-12-31,True
FUR-CH-10002410,"Office Star Rocking Chair, Red",Chairs,Furniture,2024-05-28,2024-12-31,True
OFF-AP-10003182,"Breville Toaster, Silver",Appliances,Office Supplies,2024-05-28,2024-12-31,True
FUR-BO-10000195,"Dania Stackable Bookrack, Pine",Bookcases,Furniture,2024-05-28,2024-12-31,True
TEC-PH-10003481,"Apple Office Telephone, Full Size",Phones,Technology,2024-05-28,2024-12-31,True
TEC-PAN-10002756,"Panasonic Card Printer, White",Machines,Technology,2024-05-28,2024-12-31,True
TEC-MA-10004198,"Panasonic Card Printer, White",Machines,Technology,2024-05-28,2024-12-31,True
TEC-MA-10000003,"Konica Phone, Durable",Machines,Technology,2024-05-28,2024-12-31,True
FUR-DEF-10000495,"Deflect-O Clock, Black",Furnishings,Furniture,2024-05-28,2024-12-31,True
OFF-ST-10001222,"Eldon Shelving, Single Width",Storage,Office Supplies,2024-05-28,2024-12-31,True
TEC-MA-10000572,"Epson Card Printer, Red",Machines,Technology,2024-05-28,2024-12-31,True
TEC-ENE-10001541,"Enermax Router, USB",Accessories,Technology,2024-05-28,2024-12-31,True
OFF-ST-10002510,"Tenex Lockers, Wire Frame",Storage,Office Supplies,2024-05-28,2024-12-31,True
TEC-LOG-10002589,"Logitech Memory Card, USB",Accessories,Technology,2024-05-28,2024-12-31,True
TEC-HEW-10003531,"Hewlett Copy Machine, High-Speed",Copiers,Technology,2024-05-28,2024-12-31,True
FUR-TA-10004484,"Barricks Wood Table, Adjustable Height",Tables,Furniture,2024-05-28,2024-12-31,True
TEC-PH-10001299,Polycom CX300 Desktop Phone USB VoIP phone,Phones,Technology,2024-05-28,2024-12-31,True
TEC-CAN-10001378,"Canon Personal Copier, High-Speed",Copiers,Technology,2024-05-28,2024-12-31,True
TEC-EPS-10000774,"Epson Phone, Red",Machines,Technology,2024-05-28,2024-12-31,True
TEC-AC-10002364,"Enermax Router, USB",Accessories,Technology,2024-05-28,2024-12-31,True
FUR-BO-10003966,"Sauder Facets Collection Library, Sky Alder Finish",Bookcases,Furniture,2024-05-28,2024-12-31,True
OFF-SU-10004911,"Acme Shears, High Speed",Supplies,Office Supplies,2024-05-28,2024-12-31,True
TEC-MA-10002992,"Konica Card Printer, Wireless",Machines,Technology,2024-05-28,2024-12-31,True
OFF-KIT-10003337,"KitchenAid Microwave, Silver",Appliances,Office Supplies,2024-05-28,2024-12-31,True
FUR-BO-10004371,"Dania Classic Bookcase, Pine",Bookcases,Furniture,2024-05-28,2024-12-31,True
FUR-TA-10003386,"Hon Round Table, with Bottom Storage",Tables,Furniture,2024-05-28,2024-12-31,True
TEC-MA-10001811,"Okidata Card Printer, Durable",Machines,Technology,2024-05-28,2024-12-31,True
OFF-CAM-10004271,"Cameo Mailers, Recycled",Envelopes,Office Supplies,2024-05-28,2024-12-31,True
FUR-CH-10000013,"Hon Steel Folding Chair, Black",Chairs,Furniture,2024-05-28,2024-12-31,True
FUR-LES-10004420,"Lesro Coffee Table, with Bottom Storage",Tables,Furniture,2024-05-28,2024-12-31,True
OFF-BRE-10003081,"Breville Coffee Grinder, Black",Appliances,Office Supplies,2024-05-28,2024-12-31,True
OFF-AP-10004515,"Hamilton Beach Coffee Grinder, Red",Appliances,Office Supplies,2024-05-28,2024-12-31,True
TEC-AC-10003276,"Enermax Router, USB",Accessories,Technology,2024-05-28,2024-12-31,True
TEC-CO-10001410,"Canon Personal Copier, High-Speed",Copiers,Technology,2024-05-28,2024-12-31,True
OFF-ST-10004835,"Fellowes File Cart, Wire Frame",Storage,Office Supplies,2024-05-28,2024-12-31,True
OFF-SU-10004980,"Acme Trimmer, Steel",Supplies,Office Supplies,2024-05-28,2024-12-31,True
FUR-BO-10002346,"Dania Stackable Bookrack, Mobile",Bookcases,Furniture,2024-05-28,2024-12-31,True
FUR-CH-10004860,Global Low Back Tilter Chair,Chairs,Furniture,2024-05-28,2024-12-31,True
OFF-EN-10002035,"Kraft Mailers, Set of 50",Envelopes,Office Supplies,2024-05-28,2024-12-31,True
TEC-PH-10002419,"Motorola Headset, Cordless",Phones,Technology,2024-05-28,2024-12-31,True
OFF-AP-10000228,"Cuisinart Blender, White",Appliances,Office Supplies,2024-05-28,2024-12-31,True
FUR-TA-10003449,"Chromcraft Coffee Table, Rectangular",Tables,Furniture,2024-05-28,2024-12-31,True
TEC-CO-10003587,"Hewlett Personal Copier, Laser",Copiers,Technology,2024-05-28,2024-12-31,True
FUR-CH-10003168,"Office Star Swivel Stool, Set of Two",Chairs,Furniture,2024-05-28,2024-12-31,True
TEC-PH-10001677,"Nokia Office Telephone, Full Size",Phones,Technology,2024-05-28,2024-12-31,True
TEC-MA-10004933,"Konica Phone, Wireless",Machines,Technology,2024-05-28,2024-12-31,True
OFF-STA-10000155,"Stanley Pencil Sharpener, Water Color",Art,Office Supplies,2024-05-28,2024-12-31,True
FUR-TA-10004544,"Chromcraft Coffee Table, Fully Assembled",Tables,Furniture,2024-05-28,2024-12-31,True
FUR-BO-10004483,"Ikea Floating Shelf Set, Pine",Bookcases,Furniture,2024-05-28,2024-12-31,True
TEC-MOT-10004136,"Motorola Signal Booster, Cordless",Phones,Technology,2024-05-28,2024-12-31,True
FUR-BO-10003904,"Ikea Corner Shelving, Traditional",Bookcases,Furniture,2024-05-28,2024-12-31,True
OFF-AP-10004571,"Hoover Stove, Silver",Appliances,Office Supplies,2024-05-28,2024-12-31,True
OFF-BI-10001032,"Avery Binding Machine, Recycled",Binders,Office Supplies,2024-05-28,2024-12-31,True
FUR-CH-10002304,"Global Stack Chair without Arms, Black",Chairs,Furniture,2024-05-28,2024-12-31,True
OFF-BIN-10001715,"Binney & Smith Canvas, Easy-Erase",Art,Office Supplies,2024-05-28,2024-12-31,True
OFF-KIT-10000099,"KitchenAid Refrigerator, Silver",Appliances,Office Supplies,2024-05-28,2024-12-31,True
FUR-BO-10001537,"Ikea Corner Shelving, Metal",Bookcases,Furniture,2024-05-28,2024-12-31,True
OFF-AP-10000119,"Breville Microwave, White",Appliances,Office Supplies,2024-05-28,2024-12-31,True
OFF-BI-10004078,"Wilson Jones 3-Hole Punch, Clear",Binders,Office Supplies,2024-05-28,2024-12-31,True
OFF-AP-10002128,"Hoover Blender, Black",Appliances,Office Supplies,2024-05-28,2024-12-31,True
TEC-PH-10001264,"Cisco Signal Booster, VoIP",Phones,Technology,2024-05-28,2024-12-31,True
TEC-MA-10004323,"Panasonic Phone, White",Machines,Technology,2024-05-28,2024-12-31,True
OFF-ST-10003322,"Eldon Shelving, Wire Frame",Storage,Office Supplies,2024-05-28,2024-12-31,True
TEC-MA-10004693,"Panasonic Calculator, White",Machines,Technology,2024-05-28,2024-12-31,True
TEC-AC-10003518,"Logitech Router, USB",Accessories,Technology,2024-05-28,2024-12-31,True
FUR-DAN-10004940,"Dania Classic Bookcase, Metal",Bookcases,Furniture,2024-05-28,2024-12-31,True
FUR-RUB-10003004,"Rubbermaid Frame, Durable",Furnishings,Furniture,2024-05-28,2024-12-31,True
TEC-OKI-10003221,"Okidata Receipt Printer, Red",Machines,Technology,2024-05-28,2024-12-31,True
OFF-AP-10002118,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Appliances,Office Supplies,2024-05-28,2024-12-31,True
FUR-BO-10001892,"Sauder Library with Doors, Pine",Bookcases,Furniture,2024-05-28,2024-12-31,True
OFF-SU-10003343,"Kleencut Shears, Steel",Supplies,Office Supplies,2024-05-28,2024-12-31,True
FUR-IKE-10002268,"Ikea Floating Shelf Set, Metal",Bookcases,Furniture,2024-05-28,2024-12-31,True
TEC-CO-10003166,"Canon Fax Machine, Color",Copiers,Technology,2024-05-28,2024-12-31,True
TEC-CO-10002981,"HP Wireless Fax, High-Speed",Copiers,Technology,2024-05-28,2024-12-31,True
OFF-ST-10003334,"Smead Trays, Wire Frame",Storage,Office Supplies,2024-05-28,2024-12-31,True
FUR-BO-10004507,"Ikea Corner Shelving, Metal",Bookcases,Furniture,2024-05-28,2024-12-31,True
TEC-AC-10000742,"SanDisk Flash Drive, Erganomic",Accessories,Technology,2024-05-28,2024-12-31,True
FUR-CH-10002316,"Harbour Creations Bag Chairs, Red",Chairs,Furniture,2024-05-28,2024-12-31,True
OFF-AP-10004972,"Breville Coffee Grinder, Red",Appliances,Office Supplies,2024-05-28,2024-12-31,True
OFF-ST-10001255,"Fellowes Trays, Single Width",Storage,Office Supplies,2024-05-28,2024-12-31,True
TEC-AC-10003851,"Memorex Keyboard, Bluetooth",Accessories,Technology,2024-05-28,2024-12-31,True
TEC-PH-10000441,VTech DS6151,Phones,Technology,2024-05-28,2024-12-31,True
FUR-FU-10003736,"Rubbermaid Frame, Duo Pack",Furnishings,Furniture,2024-05-28,2024-12-31,True
FUR-FU-10003601,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Furnishings,Furniture,2024-05-28,2024-12-31,True
TEC-CO-10003622,"Sharp Ink, Digital",Copiers,Technology,2024-05-28,2024-12-31,True
OFF-EN-10004526,"GlobeWeis Mailers, Recycled",Envelopes,Office Supplies,2024-05-28,2024-12-31,True
TEC-PH-10001574,"Nokia Audio Dock, Cordless",Phones,Technology,2024-05-28,2024-12-31,True
FUR-BO-10003221,"Safco Corner Shelving, Mobile",Bookcases,Furniture,2024-05-28,2024-12-31,True
FUR-TA-10000403,"Barricks Computer Table, Fully Assembled",Tables,Furniture,2024-05-28,2024-12-31,True
FUR-BO-10004504,"Sauder 3-Shelf Cabinet, Mobile",Bookcases,Furniture,2024-05-28,2024-12-31,True
OFF-PA-10001686,"SanDisk Memo Slips, Premium",Paper,Office Supplies,2024-05-28,2024-12-31,True
TEC-ENE-10002686,"Enermax Numeric Keypad, Erganomic",Accessories,Technology,2024-05-28,2024-12-31,True
OFF-FA-10003530,"OIC Clamps, Bulk Pack",Fasteners,Office Supplies,2024-05-28,2024-12-31,True
OFF-SAN-10002839,"Sanford Canvas, Fluorescent",Art,Office Supplies,2024-05-28,2024-12-31,True
TEC-MA-10002109,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",Machines,Technology,2024-05-28,2024-12-31,True
FUR-NOV-10002107,"Novimex Rocking Chair, Adjustable",Chairs,Furniture,2024-05-28,2024-12-31,True
TEC-PH-10003970,"Cisco Headset, Full Size",Phones,Technology,2024-05-28,2024-12-31,True
TEC-AC-10000827,"SanDisk Keyboard, Programmable",Accessories,Technology,2024-05-28,2024-12-31,True
FUR-FU-10004845,"Deflect-o EconoMat Nonstudded, No Bevel Mat",Furnishings,Furniture,2024-05-28,2024-12-31,True
TEC-EPS-10003473,"Epson Phone, Wireless",Machines,Technology,2024-05-28,2024-12-31,True
TEC-PH-10002138,"Apple Audio Dock, Cordless",Phones,Technology,2024-05-28,2024-12-31,True
FUR-HON-10002941,"Hon Swivel Stool, Set of Two",Chairs,Furniture,2024-05-28,2024-12-31,True
TEC-MA-10003338,"Panasonic Phone, Red",Machines,Technology,2024-05-28,2024-12-31,True
OFF-BRE-10002255,"Breville Stove, White",Appliances,Office Supplies,2024-05-28,2024-12-31,True
OFF-ST-10001393,"Fellowes Trays, Blue",Storage,Office Supplies,2024-05-28,2024-12-31,True
OFF-PA-10004327,Xerox 1911,Paper,Office Supplies,2024-05-28,2024-12-31,True
TEC-PH-10004251,"Nokia Audio Dock, Full Size",Phones,Technology,2024-05-28,2024-12-31,True
FUR-CH-10004920,"Office Star Chairmat, Red",Chairs,Furniture,2024-05-28,2024-12-31,True
OFF-AP-10002226,"Hoover Blender, Black",Appliances,Office Supplies,2024-05-28,2024-12-31,True
TEC-PH-10000298,"Nokia Speaker Phone, Cordless",Phones,Technology,2024-05-28,2024-12-31,True
FUR-FU-10003939,"Tenex Photo Frame, Duo Pack",Furnishings,Furniture,2024-05-28,2024-12-31,True
OFF-PA-10001144,Xerox 1913,Paper,Office Supplies,2024-05-28,2024-12-31,True
OFF-SU-10004655,"Stiletto Trimmer, Steel",Supplies,Office Supplies,2024-05-28,2024-12-31,True
FUR-BO-10002471,"Safco 3-Shelf Cabinet, Metal",Bookcases,Furniture,2024-05-28,2024-12-31,True
FUR-DAN-10001584,"Dania Stackable Bookrack, Pine",Bookcases,Furniture,2024-05-28,2024-12-31,True
FUR-FU-10000718,"Tenex Stacking Tray, Erganomic",Furnishings,Furniture,2024-05-28,2024-12-31,True
OFF-AP-10002698,"Cuisinart Microwave, Black",Appliances,Office Supplies,2024-05-28,2024-12-31,True
TEC-MA-10001681,Lexmark MarkNet N8150 Wireless Print Server,Machines,Technology,2024-05-28,2024-12-31,True
TEC-PH-10000286,"Motorola Signal Booster, with Caller ID",Phones,Technology,2024-05-28,2024-12-31,True
OFF-AR-10002417,"Boston Sketch Pad, Water Color",Art,Office Supplies,2024-05-28,2024-12-31,True
OFF-ST-10002263,"Rogers Trays, Wire Frame",Storage,Office Supplies,2024-05-28,2024-12-31,True
FUR-BO-10003384,"Ikea Corner Shelving, Traditional",Bookcases,Furniture,2024-05-28,2024-12-31,True
OFF-SU-10004766,"Kleencut Shears, Easy Grip",Supplies,Office Supplies,2024-05-28,2024-12-31,True
TEC-CO-10001726,"HP Fax and Copier, High-Speed",Copiers,Technology,2024-05-28,2024-12-31,True
TEC-STA-10002459,"StarTech Printer, Durable",Machines,Technology,2024-05-28,2024-12-31,True
TEC-CO-10004252,"HP Ink, Color",Copiers,Technology,2024-05-28,2024-12-31,True
OFF-AR-10002902,"Sanford Canvas, Water Color",Art,Office Supplies,2024-05-28,2024-12-31,True
OFF-AR-10000179,"Binney & Smith Canvas, Easy-Erase",Art,Office Supplies,2024-05-28,2024-12-31,True
TEC-CO-10004689,"Canon Ink, Color",Copiers,Technology,2024-05-28,2024-12-31,True
FUR-BO-10004423,"Ikea Corner Shelving, Pine",Bookcases,Furniture,2024-05-28,2024-12-31,True
OFF-PA-10003139,"SanDisk Parchment Paper, Recycled",Paper,Office Supplies,2024-05-28,2024-12-31,True
FUR-BO-10000797,"Safco 3-Shelf Cabinet, Pine",Bookcases,Furniture,2024-05-28,2024-12-31,True
FUR-CH-10002438,"SAFCO Executive Leather Armchair, Red",Chairs,Furniture,2024-05-28,2024-12-31,True
FUR-BO-10003530,"Safco Classic Bookcase, Metal",Bookcases,Furniture,2024-05-28,2024-12-31,True
FUR-BO-10003287,"Dania Corner Shelving, Traditional",Bookcases,Furniture,2024-05-28,2024-12-31,True
TEC-CO-10002244,"Sharp Ink, Laser",Copiers,Technology,2024-05-28,2024-12-31,True
OFF-AR-10001495,"BIC Sketch Pad, Blue",Art,Office Supplies,2024-05-28,2024-12-31,True
